benchmark_id,benchmark_input_sha256,iterations,sample_count,task_count,workers,serial_ms_median,serial_ms_q1,serial_ms_q3,serial_ms_min,serial_ms_max,pool_ms_median,pool_ms_q1,pool_ms_q3,pool_ms_min,pool_ms_max,per_task_ms_median,per_task_ms_q1,per_task_ms_q3,per_task_ms_min,per_task_ms_max,speedup_median,speedup_q1,speedup_q3,speedup_min,speedup_max
b301cc0d6974443352627e6bb4a0896375ac0b042e16e6d736b1fb4e0a9787d6,8d94a488f4c651a85e5241ba75381e847f502939b58329f94a7eff150ebc1de6,1000,7,32,8,1.68675,1.619979,1.702187,1.614041,1.762625,3217.692583,3200.4159585,3282.1641045,3159.968708,3304.462042,0.0527109375,0.05062434375,0.05319334375,0.05043878125,0.05508203125,0.0005195195141934363,0.0004970136739098066,0.0005353627872427193,0.0004886069137664496,0.0005477916098363335
b301cc0d6974443352627e6bb4a0896375ac0b042e16e6d736b1fb4e0a9787d6,8d94a488f4c651a85e5241ba75381e847f502939b58329f94a7eff150ebc1de6,50000,7,32,8,71.154666,68.910854,76.13541649999999,65.730042,78.374,3436.369291,3376.4856664999998,3506.6006045,3325.387875,3566.314209,2.2235833125,2.1534641875,2.3792317656249997,2.0540638125,2.4491875,0.02048736071707765,0.020024953547639848,0.02187630450457749,0.019068772232169212,0.02356837847073704
b301cc0d6974443352627e6bb4a0896375ac0b042e16e6d736b1fb4e0a9787d6,8d94a488f4c651a85e5241ba75381e847f502939b58329f94a7eff150ebc1de6,500000,7,32,8,696.564167,665.183104,717.5270625,661.473,898.462875,3544.80525,3526.8861454999997,3681.2308335,3461.2725,3726.424458,21.76763021875,20.786972,22.422720703125,20.67103125,28.07696484375,0.1925569642378634,0.18806123125151783,0.1978070937006402,0.18079891522211317,0.25393971706738666
b301cc0d6974443352627e6bb4a0896375ac0b042e16e6d736b1fb4e0a9787d6,8d94a488f4c651a85e5241ba75381e847f502939b58329f94a7eff150ebc1de6,2000000,7,32,8,2681.265291,2574.7069585,2707.7912085,2531.4475,2727.511708,4086.118875,4000.1323329999996,4139.367,3966.099459,4179.894333,83.78954034375,80.459592453125,84.618475265625,79.107734375,85.234740875,0.6507335153249675,0.6388914206430796,0.6602388077292134,0.6157847142972359,0.6796564513487154
